symbol,type,comment,profit,fee,0
AUDNZD,1,python script cl,1.52,0.0,1
CADJPY,0,HOLD,4.83,0.0,1
AUDUSD,1,python script cl,-3.14,0.0,1
CADJPY,0,HOLD,0.73,0.0,1
CADJPY,0,HOLD,0.39,0.0,1
CADJPY,0,HOLD,0.37,0.0,1
CADJPY,0,HOLD,0.32,0.0,1
AUDUSD,1,python script cl,8.0,0.0,1
AUDUSD,1,python script cl,-0.28,0.0,1
AUDUSD,1,python script cl,-0.96,0.0,1
AUDUSD,1,python script cl,-1.91,0.0,1
AUDUSD,1,python script cl,-3.55,0.0,1
AUDNZD,1,python script cl,1.55,0.0,1
AUDUSD,1,python Split,7.25,0.0,1
AUDUSD,1,python Split,5.06,0.0,1
AUDUSD,1,python Split,5.05,0.0,1
AUDUSD,1,python Split,4.99,0.0,1
AUDUSD,1,python Split,4.48,0.0,1
AUDUSD,1,python Split,4.34,0.0,1
AUDUSD,1,python Split,4.28,0.0,1
AUDUSD,1,python Split,4.0,0.0,1
CADJPY,0,HOLD,1.0,0.0,1
CADJPY,0,HOLD,1.01,0.0,1
CADJPY,0,HOLD,1.07,0.0,1
CADJPY,0,HOLD,1.08,0.0,1
CADJPY,0,HOLD,4.59,0.0,1
CADJPY,0,HOLD,4.16,0.0,1
CADJPY,0,HOLD,2.9,0.0,1
CADJPY,0,HOLD,2.77,0.0,1
CADJPY,0,HOLD,2.71,0.0,1
CADJPY,0,HOLD,2.65,0.0,1
CADJPY,0,HOLD,2.64,0.0,1
CADJPY,0,HOLD,2.63,0.0,1
CADJPY,0,HOLD,2.58,0.0,1
CADJPY,0,HOLD,1.59,0.0,1
CADJPY,0,HOLD,1.49,0.0,1
CADJPY,0,HOLD,1.33,0.0,1
CADJPY,0,HOLD,1.31,0.0,1
CADJPY,0,HOLD,1.25,0.0,1
CADJPY,0,HOLD,1.21,0.0,1
CADJPY,0,HOLD,1.17,0.0,1
CADJPY,0,HOLD,1.11,0.0,1
AUDUSD,1,python Split,1.93,0.0,1
AUDUSD,1,python Split,1.86,0.0,1
AUDUSD,1,python Split,1.64,0.0,1
AUDUSD,1,[sl 0.72346],-0.07,0.0,1
AUDUSD,1,[sl 0.72330],0.0,0.0,1
AUDUSD,1,[sl 0.72329],0.0,0.0,1
AUDUSD,1,[sl 0.72324],0.0,0.0,1
AUDUSD,1,[sl 0.72322],0.0,0.0,1
AUDUSD,1,[sl 0.72302],-0.07,0.0,1
AUDUSD,1,[sl 0.72268],-0.07,0.0,1
AUDUSD,1,[sl 0.71970],-0.14,0.0,1
AUDUSD,1,[sl 0.71870],-0.07,0.0,1
AUDUSD,1,[sl 0.71868],-0.14,0.0,1
AUDUSD,1,[sl 0.71812],0.0,0.0,1
AUDUSD,0,Renf Split,0.0,0.0,1
AUDJPY,0,[sl 79.385],1.18,0.0,1
AUDJPY,0,[sl 79.395],0.65,0.0,1
AUDNZD,1,python script cl,10.52,0.0,1
AUDNZD,1,python script cl,9.65,0.0,1
AUDNZD,1,python script cl,7.14,0.0,1
AUDNZD,1,python script cl,1.63,0.0,1
AUDUSD,1,[sl 0.72334],0.0,0.0,1
AUDUSD,1,[sl 0.72386],-0.02,0.0,1
AUDUSD,1,python Split,1.62,0.0,1
AUDUSD,1,[sl 0.72402],-0.02,0.0,1
AUDUSD,1,python Split,1.54,0.0,1
AUDUSD,1,python Split,1.5,0.0,1
AUDUSD,1,python Split,1.42,0.0,1
AUDUSD,1,python Split,1.26,0.0,1
AUDUSD,1,python Split,1.11,0.0,1
AUDUSD,1,python Split,1.01,0.0,1
AUDUSD,1,python Split,0.97,0.0,1
AUDUSD,1,[sl 0.72711],0.0,0.0,1
AUDUSD,1,[sl 0.72710],-0.02,0.0,1
AUDUSD,1,[sl 0.72674],0.0,0.0,1
AUDUSD,1,[sl 0.72655],0.0,0.0,1
AUDUSD,1,[sl 0.72633],0.0,0.0,1
AUDUSD,1,[sl 0.72631],0.0,0.0,1
AUDUSD,1,[sl 0.72492],0.0,0.0,1
AUDUSD,1,[sl 0.72426],-0.03,0.0,1
AUDUSD,1,[sl 0.72414],0.0,0.0,1
AUDUSD,1,[sl 0.72404],-0.02,0.0,1
NZDCAD,0,HOLD,2.06,0.0,1
NZDCAD,0,HOLD,2.14,0.0,1
NZDUSD,1,[sl 0.70255],0.0,0.0,1
NZDJPY,0,python Split,3.12,0.0,1
NZDJPY,0,python Split,5.28,0.0,1
NZDJPY,0,python Split,5.12,0.0,1
NZDJPY,0,python Split,4.85,0.0,1
NZDJPY,0,python Split,3.84,0.0,1
NZDJPY,0,python Split,3.4,0.0,1
NZDJPY,0,python Split,3.38,0.0,1
NZDJPY,0,python Split,3.21,0.0,1
NZDJPY,0,python Split,3.18,0.0,1
NZDJPY,0,python Split,3.05,0.0,1
NZDJPY,0,python Split,0.69,0.0,1
NZDJPY,0,python Split,2.68,0.0,1
NZDJPY,0,python Split,1.9,0.0,1
NZDJPY,0,python Split,1.85,0.0,1
NZDJPY,0,python Split,1.81,0.0,1
NZDJPY,0,python Split,1.77,0.0,1
NZDJPY,0,python Split,1.1,0.0,1
NZDJPY,0,python Split,1.0,0.0,1
NZDJPY,0,python Split,0.99,0.0,1
NZDJPY,0,python Split,7.26,0.0,1
NZDJPY,0,python Split,9.59,0.0,1
AUDCAD,1,python script cl,0.0,0.0,1
NZDJPY,0,python Split,16.69,0.0,1
NZDJPY,0,python script cl,-4.73,0.0,1
NZDJPY,0,python script cl,-4.77,0.0,1
AUDCAD,1,python script cl,-0.17,0.0,1
NZDJPY,0,python script cl,-4.89,0.0,1
NZDJPY,0,python script cl,-4.92,0.0,1
NZDJPY,0,python script cl,-4.98,0.0,1
NZDJPY,0,python script cl,-5.02,0.0,1
NZDJPY,0,python script cl,-5.09,0.0,1
NZDJPY,0,python script cl,-5.11,0.0,1
NZDJPY,0,python script cl,-5.2,0.0,1
NZDJPY,0,python script cl,-5.21,0.0,1
NZDJPY,0,python script cl,-5.54,0.0,1
NZDJPY,0,python script cl,-5.57,0.0,1
NZDJPY,0,python script cl,-8.23,0.0,1
NZDJPY,0,python script cl,-8.57,0.0,1
NZDJPY,0,python script cl,-16.33,0.0,1
NZDJPY,0,python Split,16.88,0.0,1
NZDJPY,0,python Split,0.94,0.0,1
AUDCAD,1,python script cl,0.33,0.0,1
NZDCAD,0,HOLD,2.4,0.0,1
NZDJPY,0,[sl 77.274],0.28,0.0,1
NZDJPY,0,[sl 77.422],4.85,0.0,1
NZDJPY,0,[sl 77.422],4.84,0.0,1
NZDJPY,0,[sl 77.420],4.8,0.0,1
NZDJPY,0,[sl 77.417],4.78,0.0,1
NZDJPY,0,[sl 77.368],4.1,0.0,1
NZDJPY,0,[sl 77.327],0.81,0.0,1
NZDJPY,0,[sl 77.323],0.72,0.0,1
NZDJPY,0,[sl 77.274],0.29,0.0,1
NZDJPY,0,[sl 77.251],0.08,0.0,1
AUDCAD,1,python script cl,0.37,0.0,1
NZDJPY,0,[sl 77.250],0.08,0.0,1
NZDJPY,0,[sl 77.243],0.08,0.0,1
NZDJPY,0,[sl 77.242],0.1,0.0,1
NZDJPY,0,[sl 77.241],0.09,0.0,1
NZDJPY,0,[sl 77.239],0.08,0.0,1
NZDJPY,0,[sl 77.238],0.08,0.0,1
NZDJPY,0,[sl 77.233],0.08,0.0,1
AUDJPY,0,HOLD,0.47,0.0,1
NZDJPY,0,[sl 77.429],4.95,0.0,1
NZDJPY,0,[sl 77.437],5.06,0.0,1
NZDJPY,0,[sl 77.840],0.31,0.0,1
NZDJPY,0,[sl 77.982],0.38,0.0,1
AUDCAD,1,python script cl,0.42,0.0,1
AUDCAD,1,python script cl,0.56,0.0,1
NZDJPY,0,python Split,0.52,0.0,1
NZDJPY,0,python Split,0.46,0.0,1
NZDJPY,0,python Split,0.42,0.0,1
NZDJPY,0,python Split,0.4,0.0,1
NZDJPY,0,python Split,0.34,0.0,1
NZDJPY,0,python Split,0.33,0.0,1
NZDJPY,0,python Split,0.25,0.0,1
NZDJPY,0,python Split,0.18,0.0,1
AUDCAD,1,python script cl,0.59,0.0,1
AUDCAD,1,python script cl,1.4,0.0,1
AUDCAD,1,python script cl,1.48,0.0,1
AUDCAD,1,python script cl,1.67,0.0,1
NZDJPY,0,[sl 78.115],0.1,0.0,1
NZDJPY,0,[sl 78.056],0.4,0.0,1
NZDJPY,0,[sl 77.984],0.4,0.0,1
NZDJPY,0,python script cl,-2.84,0.0,1
NZDJPY,0,python script cl,-2.78,0.0,1
NZDJPY,0,python script cl,-2.72,0.0,1
NZDUSD,0,[sl 0.69202],-0.03,0.0,1
NZDUSD,0,python Split,1.04,0.0,1
NZDUSD,0,python Split,1.02,0.0,1
NZDUSD,0,python Split,0.98,0.0,1
NZDUSD,0,python Split,0.62,0.0,1
NZDUSD,0,python Split,0.6,0.0,1
NZDUSD,0,[sl 0.69260],0.0,0.0,1
NZDUSD,0,[sl 0.69250],0.0,0.0,1
NZDUSD,0,[sl 0.69217],0.0,0.0,1
NZDUSD,0,[sl 0.69142],-0.01,0.0,1
NZDJPY,0,python script cl,-2.69,0.0,1
NZDUSD,0,[sl 0.69138],0.0,0.0,1
NZDUSD,0,[sl 0.69128],0.0,0.0,1
NZDUSD,0,[sl 0.69125],0.0,0.0,1
NZDUSD,0,[sl 0.69105],0.0,0.0,1
NZDUSD,0,[sl 0.69084],0.0,0.0,1
NZDUSD,0,[sl 0.69076],-0.02,0.0,1
NZDUSD,0,[sl 0.69069],0.0,0.0,1
NZDUSD,0,[sl 0.69055],0.0,0.0,1
NZDUSD,0,python Split,1.1,0.0,1
NZDUSD,0,python Split,4.69,0.0,1
NZDUSD,0,python Split,4.88,0.0,1
NZDUSD,0,python Split,17.15,0.0,1
NZDUSD,1,[sl 0.70184],-0.02,0.0,1
NZDUSD,1,[sl 0.70164],0.0,0.0,1
NZDUSD,1,[sl 0.70014],0.0,0.0,1
AUDCAD,1,python script cl,-19.06,0.0,1
AUDCAD,1,python script cl,-12.06,0.0,1
NZDUSD,1,MA_Strat,0.0,0.0,1
NZDUSD,0,python script cl,2.16,0.0,1
NZDUSD,0,python script cl,-4.66,0.0,1
NZDUSD,0,python script cl,-4.75,0.0,1
NZDUSD,0,python script cl,-4.8,0.0,1
NZDUSD,0,python script cl,-4.83,0.0,1
NZDUSD,0,python script cl,-4.85,0.0,1
NZDUSD,0,python script cl,-4.86,0.0,1
NZDUSD,0,python script cl,-43.25,0.0,1
NZDUSD,0,python script cl,-44.9,0.0,1
NZDUSD,0,python Split,19.63,0.0,1
NZDUSD,0,python Split,19.09,0.0,1
NZDUSD,0,[sl 0.68867],-0.02,0.0,1
NZDUSD,0,[sl 0.68859],-0.02,0.0,1
AUDCAD,1,python script cl,-1.11,0.0,1
NZDJPY,0,python script cl,-0.55,0.0,1
NZDJPY,0,python script cl,-0.97,0.0,1
NZDJPY,0,python script cl,-1.16,0.0,1
NZDJPY,0,python script cl,-1.22,0.0,1
NZDJPY,0,python script cl,-1.24,0.0,1
NZDJPY,0,python script cl,-1.33,0.0,1
NZDJPY,0,python script cl,-1.47,0.0,1
NZDJPY,0,python script cl,-1.67,0.0,1
NZDJPY,0,python script cl,-1.7,0.0,1
NZDJPY,0,python script cl,-1.73,0.0,1
NZDJPY,0,python script cl,-1.85,0.0,1
NZDJPY,0,python script cl,-1.94,0.0,1
NZDJPY,0,python script cl,-2.01,0.0,1
NZDJPY,0,python script cl,-2.35,0.0,1
NZDJPY,0,python script cl,-2.36,0.0,1
AUDJPY,0,[sl 79.428],0.12,0.0,1
NZDJPY,0,python script cl,-2.51,0.0,1
NZDJPY,0,python script cl,-2.66,0.0,1
NZDJPY,0,python script cl,-0.89,0.0,1
NZDJPY,0,python script cl,-0.21,0.0,1
AUDCAD,1,python script cl,-1.08,0.0,1
NZDJPY,0,python script cl,0.12,0.0,1
NZDUSD,0,HOLD,9.86,0.0,1
NZDUSD,0,HOLD,2.82,0.0,1
NZDUSD,0,HOLD,2.52,0.0,1
AUDCAD,1,python script cl,-0.83,0.0,1
AUDCAD,1,python script cl,-0.71,0.0,1
AUDCAD,1,python script cl,-0.57,0.0,1
NZDJPY,0,python script cl,12.0,0.0,1
NZDJPY,0,python script cl,11.5,0.0,1
NZDJPY,0,python script cl,4.95,0.0,1
NZDJPY,0,python script cl,3.09,0.0,1
NZDJPY,0,python script cl,2.19,0.0,1
NZDJPY,0,python script cl,0.92,0.0,1
NZDJPY,0,python script cl,0.8,0.0,1
NZDJPY,0,python script cl,0.49,0.0,1
NZDJPY,0,python script cl,0.4,0.0,1
NZDJPY,0,python script cl,0.37,0.0,1
NZDJPY,0,python script cl,0.32,0.0,1
NZDJPY,0,[sl 77.223],0.07,0.0,1
AUDJPY,0,HOLD,0.48,0.0,1
NZDJPY,0,[sl 77.195],0.42,0.0,1
NZDCAD,0,python Split,1.9,0.0,1
NZDCAD,0,python script cl,-4.97,0.0,1
NZDCAD,0,python script cl,-5.5,0.0,1
NZDCAD,0,python script cl,-5.82,0.0,1
NZDCAD,0,python Split,9.61,0.0,1
NZDCAD,0,python Split,9.38,0.0,1
NZDCAD,0,python Split,4.31,0.0,1
NZDCAD,0,python Split,4.2,0.0,1
NZDCAD,0,python Split,4.15,0.0,1
NZDCAD,0,python Split,1.85,0.0,1
NZDCAD,0,python script cl,0.72,0.0,1
AUDJPY,0,HOLD,0.93,0.0,1
NZDCAD,0,python Split,1.76,0.0,1
NZDCAD,0,python Split,1.04,0.0,1
NZDCAD,0,python Split,1.03,0.0,1
NZDCAD,0,python Split,0.98,0.0,1
NZDCAD,0,python Split,0.88,0.0,1
NZDCAD,0,python Split,0.84,0.0,1
NZDCAD,0,python Split,0.81,0.0,1
NZDCAD,0,python script cl,-4.92,0.0,1
NZDCAD,0,python script cl,-4.85,0.0,1
NZDCAD,0,python script cl,-3.53,0.0,1
NZDCAD,0,python script cl,-3.35,0.0,1
NZDCAD,0,python script cl,0.54,0.0,1
NZDCAD,0,python script cl,0.45,0.0,1
NZDCAD,0,python script cl,0.43,0.0,1
NZDCAD,0,python script cl,0.37,0.0,1
NZDCAD,0,python script cl,0.27,0.0,1
NZDCAD,0,python script cl,0.11,0.0,1
NZDCAD,0,python script cl,0.08,0.0,1
NZDCAD,0,python script cl,-0.78,0.0,1
NZDCAD,0,python script cl,-1.21,0.0,1
NZDCAD,0,python script cl,-1.23,0.0,1
NZDCAD,0,python script cl,-1.61,0.0,1
NZDCAD,0,python script cl,-2.57,0.0,1
NZDCAD,0,python script cl,-2.68,0.0,1
NZDCAD,0,python script cl,-2.81,0.0,1
NZDCAD,0,python script cl,-2.83,0.0,1
NZDCAD,0,python script cl,-2.86,0.0,1
NZDCAD,0,python script cl,-3.32,0.0,1
AUDJPY,0,Python AADI M15,0.0,0.0,1
NZDCAD,0,python Split,0.29,0.0,1
NZDCAD,0,[sl 0.89932],0.0,0.0,1
NZDCAD,0,[sl 0.87536],-0.05,0.0,1
NZDCAD,0,[sl 0.87533],0.0,0.0,1
NZDCAD,0,[sl 0.87525],-0.13,0.0,1
NZDCAD,0,[sl 0.87513],-0.21,0.0,1
NZDCAD,0,[sl 0.87511],-0.22,0.0,1
NZDCAD,0,[sl 0.87508],-0.25,0.0,1
NZDCAD,0,[sl 0.87502],-0.29,0.0,1
NZDCAD,0,[sl 0.87493],0.0,0.0,1
NZDCAD,0,HOLD,8.61,0.0,1
NZDCAD,0,HOLD,8.4,0.0,1
NZDCAD,0,HOLD,8.29,0.0,1
NZDCAD,0,HOLD,7.43,0.0,1
NZDCAD,0,HOLD,2.74,0.0,1
NZDCAD,0,HOLD,2.7,0.0,1
NZDCAD,0,HOLD,2.69,0.0,1
NZDCAD,0,HOLD,2.48,0.0,1
NZDCAD,0,HOLD,2.46,0.0,1
NZDCAD,0,HOLD,2.41,0.0,1
NZDCAD,0,[sl 0.87535],-0.06,0.0,1
NZDCAD,0,[sl 0.87743],0.0,0.0,1
NZDCAD,0,[sl 0.89930],0.0,0.0,1
NZDCAD,0,[sl 0.87750],0.0,0.0,1
NZDCAD,0,[sl 0.89928],-0.01,0.0,1
NZDCAD,0,[sl 0.89918],-0.03,0.0,1
NZDCAD,0,[sl 0.89909],0.0,0.0,1
NZDCAD,0,[sl 0.89901],-0.01,0.0,1
NZDCAD,0,[sl 0.89897],0.0,0.0,1
NZDCAD,0,[sl 0.89890],0.0,0.0,1
NZDCAD,0,[sl 0.89889],0.0,0.0,1
NZDCAD,0,[sl 0.89863],-0.03,0.0,1
NZDCAD,0,[sl 0.89843],-0.01,0.0,1
NZDCAD,0,[sl 0.89843],-0.07,0.0,1
NZDCAD,0,[sl 0.89839],0.0,0.0,1
NZDCAD,0,[sl 0.89836],0.0,0.0,1
NZDCAD,0,[sl 0.89825],-0.01,0.0,1
NZDCAD,0,[sl 0.89758],-0.01,0.0,1
NZDCAD,0,[sl 0.89757],0.0,0.0,1
NZDCAD,0,[sl 0.87774],0.0,0.0,1
NZDCAD,0,[sl 0.87754],0.0,0.0,1
NZDCAD,0,python script cl,0.67,0.0,1
NZDCAD,0,python script cl,0.77,0.0,1
NZDJPY,0,[sl 77.192],0.39,0.0,1
NZDJPY,0,[sl 77.047],0.31,0.0,1
NZDJPY,0,[sl 77.074],0.4,0.0,1
NZDJPY,0,[sl 77.069],0.16,0.0,1
NZDJPY,0,[sl 77.059],0.32,0.0,1
NZDJPY,0,[sl 77.059],0.31,0.0,1
NZDJPY,0,[sl 77.051],0.31,0.0,1
NZDJPY,0,[sl 77.051],0.29,0.0,1
NZDJPY,0,[sl 77.051],0.15,0.0,1
NZDJPY,0,[sl 77.049],0.32,0.0,1
NZDJPY,0,[sl 77.044],0.29,0.0,1
NZDCAD,0,python script cl,0.92,0.0,1
NZDJPY,0,[sl 77.041],0.18,0.0,1
NZDJPY,0,[sl 77.040],0.31,0.0,1
NZDJPY,0,[sl 77.023],0.64,0.0,1
NZDJPY,0,[sl 77.014],0.65,0.0,1
NZDJPY,0,[sl 76.975],0.59,0.0,1
NZDJPY,0,[sl 76.964],0.65,0.0,1
NZDJPY,0,[sl 76.932],0.52,0.0,1
AUDJPY,0,HOLD,0.49,0.0,1
NZDJPY,0,[sl 77.078],0.43,0.0,1
NZDJPY,0,[sl 77.115],0.36,0.0,1
NZDJPY,0,[sl 77.136],0.67,0.0,1
NZDJPY,0,[sl 77.143],0.4,0.0,1
NZDJPY,0,[sl 77.190],0.37,0.0,1
NZDJPY,0,[sl 77.190],0.12,0.0,1
NZDJPY,0,[sl 77.184],0.43,0.0,1
NZDJPY,0,[sl 77.183],0.4,0.0,1
NZDJPY,0,[sl 77.181],0.05,0.0,1
NZDJPY,0,[sl 77.179],0.4,0.0,1
NZDJPY,0,[sl 77.176],0.13,0.0,1
NZDJPY,0,[sl 77.173],0.08,0.0,1
NZDJPY,0,[sl 77.169],0.39,0.0,1
NZDJPY,0,[sl 77.165],0.31,0.0,1
NZDJPY,0,[sl 77.163],0.4,0.0,1
NZDJPY,0,[sl 77.150],0.42,0.0,1
NZDJPY,0,[sl 77.146],0.32,0.0,1
NZDJPY,0,[sl 77.145],0.4,0.0,1
NZDJPY,0,[sl 77.145],0.29,0.0,1
NZDJPY,0,[sl 77.144],0.31,0.0,1
NZDJPY,0,[sl 77.144],0.28,0.0,1
NZDJPY,0,HOLD,10.3,0.0,1
NZDJPY,0,HOLD,9.96,0.0,1
NZDJPY,0,HOLD,7.689999999999999,0.0,1
NZDJPY,0,HOLD,1.33,0.0,1
NZDJPY,0,HOLD,0.91,0.0,1
NZDJPY,0,HOLD,0.88,0.0,1
NZDCAD,1,Renf Split,0.0,0.0,1
AUDJPY,0,HOLD,0.5,0.0,1
AUDJPY,0,HOLD,0.89,0.0,1
NZDCAD,0,python script cl,4.37,0.0,1
NZDCAD,0,python script cl,4.34,0.0,1
NZDCAD,0,python script cl,4.33,0.0,1
NZDCAD,0,python script cl,4.32,0.0,1
NZDCAD,0,python script cl,4.31,0.0,1
NZDCAD,0,python script cl,1.92,0.0,1
NZDCAD,0,python script cl,1.87,0.0,1
NZDCAD,0,python script cl,1.85,0.0,1
NZDCAD,0,python script cl,1.66,0.0,1
NZDCAD,0,python script cl,1.64,0.0,1
NZDCAD,0,python script cl,1.63,0.0,1
NZDCAD,0,python script cl,1.21,0.0,1
NZDJPY,0,HOLD,0.92,0.0,1
NZDJPY,0,HOLD,1.41,0.0,1
NZDJPY,0,HOLD,6.77,0.0,1
NZDJPY,0,HOLD,1.44,0.0,1
NZDJPY,0,HOLD,5.91,0.0,1
NZDJPY,0,HOLD,5.87,0.0,1
NZDJPY,0,HOLD,5.47,0.0,1
NZDJPY,0,HOLD,5.39,0.0,1
NZDJPY,0,HOLD,3.8,0.0,1
NZDJPY,0,HOLD,2.72,0.0,1
NZDJPY,0,HOLD,2.71,0.0,1
NZDJPY,0,HOLD,2.69,0.0,1
NZDJPY,0,HOLD,2.68,0.0,1
NZDJPY,0,HOLD,2.51,0.0,1
NZDJPY,0,HOLD,2.42,0.0,1
NZDJPY,0,HOLD,1.76,0.0,1
NZDJPY,0,HOLD,1.62,0.0,1
NZDJPY,0,HOLD,1.6,0.0,1
NZDJPY,0,HOLD,1.54,0.0,1
NZDJPY,0,HOLD,1.51,0.0,1
NZDJPY,0,HOLD,1.5,0.0,1
NZDJPY,0,python Split,11.14,0.0,1
